Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     51.27     0.00        9     0.00     1.94  mypt::TransformSystem::pushMatrix()
  0.00     51.27     0.00        9     0.00     0.00  mypt::TransformSystem::popMatrix()
  0.00     51.27     0.00        9     0.00     0.00  mypt::TransformSystem::translate(mypt::type3<Float>)
  0.00     51.27     0.00        9     0.00     0.00  mypt::Scene::createShapes(std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >&, std::vector<std::shared_ptr<mypt::Shape>, std::allocator<std::shared_ptr<mypt::Shape> > >&)
  0.00     51.27     0.00        8     0.00     0.00  mypt::Scene::createMaterial(std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >&)
  0.00     51.27     0.00        8     0.00     3.19  mypt::Scene::createPrimitive(std::basic_ifstream<char, std::char_traits<char> >&)
  0.00     51.27     0.00        8     0.00     0.00  std::shared_ptr<mypt::Shape>& std::vector<std::shared_ptr<mypt::Shape>, std::allocator<std::shared_ptr<mypt::Shape> > >::emplace_back<std::shared_ptr<mypt::Shape> >(std::shared_ptr<mypt::Shape>&&)
  0.00     51.27     0.00        7     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::ConstantTexture, std::allocator<mypt::ConstantTexture>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00     51.27     0.00        7     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::ConstantTexture, std::allocator<mypt::ConstantTexture>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00     51.27     0.00        6     0.00     0.00  mypt::createPlaneShape(mypt::type2<Float> const&, mypt::type2<Float> const&)
  0.00     51.27     0.00        6     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Lambertian, std::allocator<mypt::Lambertian>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00     51.27     0.00        6     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Lambertian, std::allocator<mypt::Lambertian>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00     51.27     0.00        6     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Plane, std::allocator<mypt::Plane>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00     51.27     0.00        6     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Plane, std::allocator<mypt::Plane>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00     51.27     0.00        2     0.00     0.00  mypt::TransformSystem::scale(Float)
  0.00     51.27     0.00        2     0.00     0.00  mypt::TransformSystem::rotateZ(Float)
  0.00     51.27     0.00        2     0.00     0.00  mypt::createSphereShape(Float)
  0.00     51.27     0.00        2     0.00     0.00  mypt::Transform::scale(Float)
  0.00     51.27     0.00        2     0.00     0.00  mypt::Transform::rotateZ(Float)
  0.00     51.27     0.00        2     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Sphere, std::allocator<mypt::Sphere>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00     51.27     0.00        2     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Sphere, std::allocator<mypt::Sphere>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00     51.27     0.00        2     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::BVHNode, std::allocator<mypt::BVHNode>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00     51.27     0.00        2     0.00     0.00  void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     51.27     0.00        2     0.00     0.00  void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&)
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4mypt12TriangleMeshC2ERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEfNS_5type3IdEEb
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4mypt14ShapePrimitiveC2ESt10shared_ptrINS_5ShapeEES1_INS_8MaterialEES1_INS_9TransformEE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4mypt4mat4C2Ev
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4mypt5SceneC2ERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4mypt6CameraC2ENS_5type3IdEES2_S2_dddddd
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4mypt6PerlinC2Ev
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4mypt7BVHNodeC2ERSt6vectorISt10shared_ptrINS_9PrimitiveEESaIS4_EEiiiNS0_11SplitMethodE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4mypt7reflectERKNS_5type3IdEES3_
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4mypt9Transform9translateENS_5type3IdEE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt10Dielectric7scatterERKNS_3RayERNS_9HitRecordERNS_13ScatterRecordE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt10Integrator5traceERNS_3RayERKNS_7BVHNodeERSt6vectorISt10shared_ptrINS_9PrimitiveEESaIS9_EERKNS_5type3IdEEi
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt10Lambertian7scatterERKNS_3RayERNS_9HitRecordERNS_13ScatterRecordE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt12ImageTexture5valueEddRKNS_5type3IdEE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt12NoiseTexture5valueEddRKNS_5type3IdEE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt4AABB9intersectERKNS_3RayEdd
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt5Metal7scatterERKNS_3RayERNS_9HitRecordERNS_13ScatterRecordE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt5Plane9intersectERKNS_3RayEddRNS_9HitRecordE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt6Sphere5getUVERKNS_5type3IdEE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt7Emitter7scatterERKNS_3RayERNS_9HitRecordERNS_13ScatterRecordE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK4mypt9NormalMat7scatterERKNS_3RayERNS_9HitRecordERNS_13ScatterRecordE
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00     51.27     0.00        1     0.00     0.00  _GLOBAL__sub_I_stbi_failure_reason
  0.00     51.27     0.00        1     0.00     0.00  mypt::TriangleMesh::TriangleMesh(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float, mypt::type3<Float>, bool)
  0.00     51.27     0.00        1     0.00     0.00  mypt::TransformSystem::rotateX(Float)
  0.00     51.27     0.00        1     0.00    17.50  mypt::TransformSystem::TransformSystem()
  0.00     51.27     0.00        1     0.00     0.00  mypt::createTriangleMesh(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float, mypt::type3<Float>, bool)
  0.00     51.27     0.00        1     0.00     0.00  mypt::Image<mypt::type4<unsigned char> >::build(int, int)
  0.00     51.27     0.00        1     0.00    40.00  mypt::Image<mypt::type4<unsigned char> >::write(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     51.27     0.00        1     0.00     1.95  mypt::Scene::createLight(std::basic_ifstream<char, std::char_traits<char> >&)
  0.00     51.27     0.00        1     0.00     0.00  mypt::Scene::createCamera(std::basic_ifstream<char, std::char_traits<char> >&, Float)
  0.00     51.27     0.00        1     0.00     0.00  mypt::Camera::Camera(mypt::type3<Float>, mypt::type3<Float>, mypt::type3<Float>, Float, Float, Float, Float, Float, Float)
  0.00     51.27     0.00        1     0.00     0.00  mypt::Transform::rotateX(Float)
  0.00     51.27     0.00        1     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Dielectric, std::allocator<mypt::Dielectric>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00     51.27     0.00        1     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Dielectric, std::allocator<mypt::Dielectric>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00     51.27     0.00        1     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::TriangleMesh, std::allocator<mypt::TriangleMesh>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00     51.27     0.00        1     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::TriangleMesh, std::allocator<mypt::TriangleMesh>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00     51.27     0.00        1     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Metal, std::allocator<mypt::Metal>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00     51.27     0.00        1     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Metal, std::allocator<mypt::Metal>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00     51.27     0.00        1     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Emitter, std::allocator<mypt::Emitter>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00     51.27     0.00        1     0.00     0.00  std::_Sp_counted_ptr_inplace<mypt::Emitter, std::allocator<mypt::Emitter>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00     51.27     0.00        1     0.00     0.00  std::vector<mypt::type3<Float>, std::allocator<mypt::type3<Float> > >::_M_default_append(unsigned long)
  0.00     51.27     0.00        1     0.00    40.00  stbi_write_png_to_mem

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.02% of 51.27 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.7    0.00   51.14                 mypt::Scene::render() [1]
                0.03   50.67  262144/262144      mypt::Integrator::trace(mypt::Ray&, mypt::BVHNode const&, std::vector<std::shared_ptr<mypt::Primitive>, std::allocator<std::shared_ptr<mypt::Primitive> > >&, mypt::type3<Float> const&, int) const [2]
                0.05    0.35       1/1           mypt::BVHNode::BVHNode(std::vector<std::shared_ptr<mypt::Primitive>, std::allocator<std::shared_ptr<mypt::Primitive> > >&, int, int, int, mypt::BVHNode::SplitMethod) [7]
                0.00    0.04       1/1           mypt::Image<mypt::type4<unsigned char> >::write(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [21]
                0.00    0.00  262144/262144      mypt::Camera::get_ray(Float, Float) [107]
                0.00    0.00     512/512         mypt::Scene::streamProgress(int, int, Float, int) [123]
                0.00    0.00       4/6124        std::_Sp_counted_ptr_inplace<mypt::BVHNode, std::allocator<mypt::BVHNode>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [114]
                0.00    0.00       2/2           void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [153]
                0.00    0.00       2/2           std::_Sp_counted_ptr_inplace<mypt::BVHNode, std::allocator<mypt::BVHNode>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [152]
-----------------------------------------------
                              557576             mypt::Integrator::trace(mypt::Ray&, mypt::BVHNode const&, std::vector<std::shared_ptr<mypt::Primitive>, std::allocator<std::shared_ptr<mypt::Primitive> > >&, mypt::type3<Float> const&, int) const [2]
                0.03   50.67  262144/262144      mypt::Scene::render() [1]
[2]     98.9    0.03   50.67  262144+557576  mypt::Integrator::trace(mypt::Ray&, mypt::BVHNode const&, std::vector<std::shared_ptr<mypt::Primitive>, std::allocator<std::shared_ptr<mypt::Primitive> > >&, mypt::type3<Float> const&, int) const [2]
                2.92   47.41  817091/817091      mypt::BVHNode::intersect(mypt::Ray const&, Float, Float, mypt::HitRecord&) const [3]
                0.00    0.21  242286/242286      mypt::LightPDF::generate() const [9]
                0.05    0.00  485487/485487      mypt::Lambertian::scatter(mypt::Ray const&, mypt::HitRecord&, mypt::ScatterRecord&) const [16]
                0.00    0.03  485487/485487      mypt::LightPDF::value(mypt::type3<Float> const&) const [26]
                0.02    0.00  485487/485487      mypt::CosinePDF::value(mypt::type3<Float> const&) const [28]
                0.02    0.00  243201/243201      mypt::CosinePDF::generate() const [29]
                0.00    0.01   47529/47529       mypt::Dielectric::scatter(mypt::Ray const&, mypt::HitRecord&, mypt::ScatterRecord&) const [34]
                0.00    0.00  485487/485487      std::_Sp_counted_ptr_inplace<mypt::CosinePDF, std::allocator<mypt::CosinePDF>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [105]
                0.00    0.00  485487/485487      std::_Sp_counted_ptr_inplace<mypt::CosinePDF, std::allocator<mypt::CosinePDF>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [104]
                0.00    0.00  485487/485487      std::_Sp_counted_ptr_inplace<mypt::LightPDF, std::allocator<mypt::LightPDF>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [103]
                0.00    0.00  485487/485487      std::_Sp_counted_ptr_inplace<mypt::LightPDF, std::allocator<mypt::LightPDF>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [102]
